00 02 12 32,CDR,I didn't have any trouble with communications or anything [comma] 
00 02 12 35,CMP,Oh [comma]  it was beautiful all the way. Boy [comma]  that BPC goes [comma]  doesn't it? That tower [comma]  son of a hitch moves out. I didn't even notice the switches being hard (laughter). I didn't figure I would.
00 02 12 56,CDR,(Yawn)
00 02 12 58,CMP,I didn't figure I would. Man [comma]  it was beautiful! All the checks right on the mark. Played her right like the SIM.... just like the simulator.
00 02 13 12,LMP,T guess [comma]  in order to make sure we don't screw that up [comma]  I guess I'd better pull that dark slide out right now. Right there.
00 02 13 23,CMP,... yet.
00 02 13 27,LMP,Yes [comma]  but I don't want to - be ready to take a picture and miss a picture because of it.
00 02 13 32,CDR,Anybody want any water?
00 02 13 34,CMP,Yes. I'll take a slug of water.
00 02 13 41,CDR,... a good place to leave that baby ...
00 02 13 46,LMP,Hew long before time base 6?
00 02 13 48,CDR,Oh [comma]  about 5 minutes.
00 02 13 51,LMP,I?m getting kind of hungry. I'm going to have to watch my weight. I'm going to really slurp it up at the table tonight - -
00 02 14 01,CMP,... up ir. there.
00 02 14 11,CDR,Well [comma]  ... be back ...
00 02 14 21,CMP,Pretty tasty water.
00 02 14 24,LMP,Well [comma]  there goes the monitor. Watch out for the trim.
00 02 14 38,CDR,I tell you [comma]  this weightlessness Is really great [comma]  isn't it?
00 02 14 41,LMP,Yes [comma]  I'll enjoy it.
00 02 14 43,CDR,Zero g. Fantastic!
00 02 14 49,LMP,I want to see the stars out there.
00 02 14 51,CDR,I don't feel any - any more stuffy than I did this morning.
00 02 14 55,CMP,I'm -I'm kind of surprised at that [comma]  too. I - I think A1 Bean made the comment that everybody's face looked puffed up.
00 02 15 02,CDR,Yes?
00 02 15 03,CMP,Your face doesn't look puffed up to me [comma]  particularly
00 02 15 07,CDR,I'm sure there is some adjustment - -
00 02 15 09,CMP,Yes.
00 02 15 10,CDR,- - you adjust to the - You know [comma]  the old - your cardiovascular - relaxes....
00 02 15 16,LMP,I just feel great [comma]  personally.
00 02 15 19,CDR,Well [comma]  hell [comma]  after the goddamn launch like that [comma]  who couldn't feel great?
00 02 15 22,CMP,Oh [comma]  I?ve got a little stuffiness in my head. I -
00 02 15 26,CDR,Yes.
00 02 15 27,CMP,You know [comma]  it sort of feels like you're - maybe when you're pulling 1 and a half or 2g?s with a - with a cold.
00 02 15 35,LMP,Yes [comma] 
00 02 15 36,CMP,It sort of feels just like it.
00 02 16 05,LMP,I can't help but feel I'm laying on my back.
00 02 16 13,CMP,I sort of feel like I'm laying headdown somewhere. Maybe that's because of the -
00 02 16 18,LMP,Stuffiness?
00 02 16 19,CMP,- stuffiness in my head.
00 02 16 22,CDR,Yes [comma]  feet slightly elevated.
00 02 16 27,CDR,Like resting on the situp board at - -
00 02 16 29,LMP,Yes .
00 02 16 30,CDR,- - high angle.
00 02 16 31,LMP,Yes.
00 02 16 37,CC,Apollo [comma]  Houston. This is - Apollo 14 [comma]  this is Houston through ARIA 4. How do you read?
00 02 16 43,CMP,I'll be damned!
00 02 16 45,LMP,Houston [comma]  this is Apollo 14. Loud and clear. How me?
00 02 16 48,CC,Roger. You're readable; a little bit in the background noise [comma]  but loud and readable.
00 02 16 56,LMP,Roger [comma]  Houston.
00 02 16 58,CDR,When did we say it was going to be?
00 02 17 02,LMP,Whcit' s that ?
00 02 17 04,CDR,What was that figure [comma]  Stu-babe?
00 02 17 05,CMP,We said - 19:16.
00 02 17 07,CDR,19 : 16. Okay. Okay.
00 02 17 14,CMP,Okay [comma]  Houston; 14. How do you read now?
00 02 17 19,CC,Apollo 14 [comma]  Houston. You're readable [comma]  Stu [comma]  Go ahead. _
00 02 17 24,CMP,Okay. I was just checking the comm here. Gee [comma]  you're just beautiful; the ARIA is really putting out for us.
00 02 17 30,???,Roger. I guess this is the best ever for .
00 02 17 34,CDR,Eighty seconds to time base 6 start [comma]  troops.
00 02 17 38,LMP,Okay.
00 02 17 45,LMP,LAUNCH VEHICLE GUIDANCE to IU [comma]  verify.
00 02 17 48,CER,LAUNCH VEHICLE GUIDANCE to XU. Never hris noved.
00 02 17 51,LMP,Okay.
00 02 17 53,CDR,Although we were ready for it - -
00 02 17 54,LMP,Standing by for the UPLINK ACTIVITY light.
00 02 17 59,CDR,Sixty-five seconds.
00 02 18 08,SC,(Humming)
00 02 18 09,CDR,I want you to mark when that Sun comes ever the horizon.
00 02 18 11,LMP,All right. You want to not look at it?
00 02 18 16,CDR,Well [comma]  it's right in my window.
00 02 18 17,LMP,Yes.
00 02 18 21,CDR,Thirty seconds to start of time base 6 [comma] 
00 02 18 23,LMP,Okay.
00 02 18 40,CDR,Okay.
00 02 18 46,CMP,We get an UPLINK ACTIVITY light and an S-II SEP light.
00 02 18 56,CDR,Okay. We have an S-II SEP light.
00 02 19 00,CMP,About a second late.
00 02 19 01,CDR,Yes [comma]  it looked like it was a little late [comma]  didn't it? When that light goes out [comma]  I'm going to start my timer.
00 02 19 09,LMP,Okay. Count down to the Sun.
00 02 19 26,CMP,Down to 5-second count.
00 02 19 34,CDR,Okay. The light's out. Timer starting.
00 02 19 36,LMP,And counting. Watch the sunrise in your eye [comma]  A1.
00 02 19 38,CDR,Okay. Tank pressure's 35 and 20. That looks good.
00 02 19 44,LMP,Okay. Verify SPACECRAFT CONTROL [comma]  SCS.
00 02 19 47,CDR,Okay. SCS.
00 02 19 50,LMP,And monitor your tank pressures.
00 02 19 51,CDR,Okay. Is the Sun on time?
00 02 19 59,LMP,The Sun is - -
00 02 20 00,CMP,Pretty - pretty damn close.
00 02 20 01,LMP,It's Just - Just a little early.
00 02 20 03,CMP,No [comma]  it isn't - -
00 02 20 04,LMP,It was early on - -
00 02 20 05,CMP,- - not by our time.
00 02 20 06,LMP,Okay.
00 02 20 07,CMP,Our 19:16.
00 02 20 08,LMP,Right.
00 02 20 18,LMP,Okay. MASTER ALARM [comma]  02 FLOW HI.
00 02 20 32,LMP,You have a - DIRECT 0^ valve?
00 02 20 37,CDR,It's off.
00 02 20 39,CMP,Cabin is good.
00 02 20 42,CDR,Okay - -
00 02 20 43,LMP,It's holding inside the cabin. Forgot to trigger it. I'll have - Well [comma]  hell [comma]  it's down below the GO mark. It can't be.
00 02 20 57,CMP,What?
00 02 20 58,LMP,It's just a transient. Had to be.
00 02 20 59,CMP,Yes.
00 02 21 00,CMP,3 [comma] 9.
00 02 21 08,CMP,Turn your suit regulator over there. Just turn it - it's on BOTH. Turn it up to 1 -
00 02 21 16,CER,Okay [comma] 
00 02 21 18,CMP,Okay [comma]  suit?s on 1?
00 02 21 19,CDR,Yes.
00 02 21 20,CMP,Okay. Turn it on 2.
00 02 21 23,CDR,Okay [comma]  it's on 2.
00 02 21 25,CMP,Okay.
00 02 21 26,CDR,Okay.
00 02 21 27,CC,Apollo 14 [comma]  Houston. Over.
00 02 21 28,LMP,Go ahead.
00 02 21 31,CC,Roger; we missed [comma]  if you did call time base 6 starting. I would like to know how the tank pressures looked. Over.
00 02 21 38,CDR,Okay [comma]  it looks to us like time base started within 1 second of nominal time [comma]  and the oxidizer tank is currently sitting - -
00 02 21 45,CMP,Oh [comma]  wait a minute.
00 02 21 47,CDR,- - quietly at ? 37 [comma]  and the fuel tank is currently sitting quietly at 26.
00 02 21 53,LMP,You're going to get UP TLM - -
00 02 21 54,CC,Roger [comma]  Al.
00 02 21 56,LMP,- - We command BLOCK on both of them.
00 02 21 58,CMP,BLOCK [comma]  BLOCK.
00 02 22 00,LMP,Okay. RHC number 2 [comma]  armed.
00 02 22 04,CMP,Okay. Verify.
00 02 22 05,LMP,ORDEAL [comma]  300/LUNAR.
00 02 22 08,CDR,Verify.
00 02 22 10,LMP,FDAI - ORDEAD FDAI 1 [comma]  ORE RATE; 2 [comma]  INERTIAL.
00 02 22 14,CDR,Okay; 1 is ORB RATE [comma]  2 is INERTIAL.
00 02 22 18,LMP,And we're standing by to slew to 20.5 at - at 57.
00 02 22 23,CDR,We're a little bit ahead of that [comma]  in fact. 54 [comma]  55 -
00 02 22 42,CDR,Eight degrees - would be 28 and a half at 55-
00 02 22 46,LMP,Okay.
00 02 22 48,CMP,Yes [comma]  you know we did that in the SIM - got fouled up on that [comma]  too.
00 02 22 53,CDR,With the venting?
00 02 22 54,CMP,Is the tape recorder barber pole? Okay. I guess they're not getting data up right now. We're still through the ARIA. I guess we haven't got - -
00 02 23 03,LMP,No [comma]  we've lost the LOS on the ARIA.
00 02 23 08,CMP,And I'll bet what happens is [comma]  if the suit aCCumulator cycles [comma]  it might kick that over to the - -
00 02 23 12,LMP,Yes .
00 02 23 13,CMP,-- high 02>
00 02 23 43,CDR,Okay. I think I've got my ORB RATE ball set up where we can check it again in another minute. Tank pressures are reading 4C. We're out of comm with them now [comma]  are we?
00 02 23 54,LMP,Yes.
00 02 23 56,CMP,We should have them again here in about 2 minutes.
00 02 24 00,CDR,Tank pressures look good. Oxidizer [comma]  39; fuel's coming up to 40. Beautiful [comma]  S-IVB. At 56 minutes [comma]  we should be at 24 and a half.
00 02 24 25,CMP,That Sun in your eye?
00 02 24 27,LMP,Huh?
00 02 24 28,CMP,I thought that Sun was shining - -
00 02 24 31,CC,
00 02 24 34,CDR,My ORE RATE ball is exactly right.
00 02 24 36,CC,Roger; copy.
00 02 24 37,CDR,Half a degree.
00 02 24 39,CMP,Okay [comma]  Houston; 14.
00 02 24 45,CDR,Did you notice that that VHF volume being full up distorted the - -
00 02 24 49,LMP,Yes.
00 02 24 50,CDR,-- his VHF?
00 02 24 51,LMP,ITh-huh.
00 02 24 52,CDR,I couldn't understand why he sounded so garbled there [comma] 
00 02 24 55,CMP,You aren't kidding.
00 02 24 56,LMP,You ain't the only one.
00 02 24 57,CDR,Okay. Coming up on 57. It should be 20.5.
00 02 25 02,LMP,That's affirm.
00 02 25 03,CDR,That's right: 57 and 20.5.
00 02 25 18,CDR,It's now 21 ... right about there. Yes [comma]  look at that mother.
00 02 25 27,LMP,What's our time [comma]  Al?
00 02 25 30,CDR,55 [comma]  56.
00 02 25 33,LMP,Pardon?
00 02 25 34,CDR,Okay. We are 57 minutes now and we're 20.5-
00 02 25 37,LMP,Okay. ORDEAL MODE [comma]  HOLD/FAST.
00 02 25 39,CDR,It is HOLD/FAST.
00 02 25 40,LMP,And call ?47-
00 02 25 50,CMP,Okay [comma]  Houston; 14. How do you read us?
00 02 25 54,CC,14 [comma]  this is Houston. Roger - -
00 02 27 09,LMP,S-II SEP light --
00 02 27 10,CDR,It's on [comma]  right on the money.
00 02 27 11,LMP,- - on [comma]  58:36.
00 02 27 14,CDR,Okay. Should be starting ullage now.
00 02 27 24,LMP,I don't feel it or we?d be floating down.
00 02 27 29,CMP,Doesn't start until 58....
00 02 27 33,CDR,Don't see any counts [comma]  do you?
00 02 27 34,CMP,Wasn't that a 2 a minute ago?
00 02 27 35,LMP,Yes.
00 02 27 36,CDR,It probably isn't going to be as a 1. Now it's a zero.
00 02 27 40,LMP,It's counting us down.
00 02 27 41,CDR,Yes. It?s counting ...
00 02 27 43,LMP,Okay. At 59 minutes [comma]  Al [comma]  you should have 12 50 -12.5. Is it after 59?
00 02 27 54,CDR,59:19 þ
00 02 27 56,LMP,Okay.
00 02 28 17,CDR,S-1I SEP light out on time.
00 02 28 18,LMP,Okay [comma]  T. minus 18.
00 02 28 29,CDR,Okay. Right on the money [comma]  8.5. OPERATE/SLOW.
00 02 28 35,LMP,There she goes.
00 02 28 36,CDR,We have IGNITION.
00 02 28 39,CMP,How about that?
00 02 28 40,CDR,Very nice.
00 02 28 41,CC,Okay. Roger.
00 02 28 42,LMP,Nice start.
00 02 28 43,CMP,Smooth start and steering's good.
00 02 28 45,LMP,2:28--
00 02 28 47,CC,We really show good thrust on the S-IVB.
00 02 28 49,CMP,Unbalance ...
00 02 28 52,CDR,That thrust is ... - -
00 02 28 54,CMP,Yes [comma]  it's pitch down. Yes.
00 02 28 55,CDR,It's all right.
00 02 28 58,CMP,It knows what it's doing. 28 [comma]  29 [comma]  30. Okay [comma]  at 30 [comma]  it should come on 129 - and it's very close.
00 02 29 11,CDR,Yes [comma]  Michael Wash [?] gave us the right numbers. We' re ri ght on cue.
00 02 29 18,CMP,At 1 minute [comma]  it should he at 120 - 128.
00 02 29 27,CDR,Slight vibration [comma]  coming along very smooth.
00 02 29 35,CMP,Okay. 128 [comma]  on the money. A little low in altitude
00 02 29 54,CMP,All those g's make me hungry.
00 02 30 05,CDR,2430.
00 02 30 08,CMP,127-
00 02 30 10,CDR,All those g's! We've got 0.5-
00 02 30 15,LMP,How much is it?
00 02 30 16,CMP,Yes [comma]  but it got my stomach to realizing I was hungry.
00 02 30 22,LMP,02 FLOW HI.
00 02 30 23,CMP,Ignore it.
00 02 30 24,CDR,Ignore it.
00 02 30 25,CMP,Okay [comma]  tank pressures are still good.
00 02 30 35,CMP,Two minutes [comma]  126.
00 02 30 40,CDR,Houston [comma]  tank pressures are steady at 40 and 30.
00 02 30 44,CC,14 [comma]  Houston. Roger.
00 02 30 53,LMP,What was that?
00 02 30 54,CMP,Must have been a PU-use shift.
00 02 30 55,CDR/LMP,Yes.
00 02 30 56,CMP,Man [comma]  that's like cutting in the AB.
00 02 30 57,CDR,Yes. Seven-tenths of a g now.
00 02 31 04,LMP,Yes [comma]  it sure is. Got the monitor right in my lap
00 02 31 10,CMP,A little low on my card.
00 02 31 14,CDR,Okay.
00 02 31 19,CMP,But the angles are good. Maybe the buildup data isn't too striking [comma]  you know.
00 02 31 25,CDR,Keep analyzing. Here comes KEY RELEASE. KEY RELEASE. KEY RELEASE [comma]  Stu.
00 02 31 30,CMP,No [comma]  that's - that's just to go hack to now.
00 02 31 34,CDR,I ...
00 02 31 35,CMP,Okay. Yes [comma]  I've get a 62 over an 80.
00 02 31 40,CDR,Oh [comma]  okay.
00 02 31 41,CMP,Okay. Three minutes [comma]  112 - We're 109 [comma]  767-
00 02 31 46,CDR,Okay.
00 02 31 48,CMP,She's coming up.
00 02 31 49,CDR,Okay.
00 02 32 02,CDR,It does change vibration modes with the mass [comma]  doesn't it?
00 02 32 05,C1IP,Okay. There's 3:30.
00 02 32 06,LMP,Okay.
00 02 32 08,CMP,117 - We're l14 [comma]  1050 [comma]  30. It's a little - running a little low.
00 02 32 18,CMP,Come on [comma]  baby.
00 02 32 19,LMP,Okay [comma]  coming up on 4 minutes.
00 02 32 23,CMP,Do your thing.
00 02 32 36,CMP,Okay [comma]  120.
00 02 32 41,CDR,We only pitching about 1 degree right now.
00 02 32 50,CDR,Pulling one g [comma]  troops.
00 02 32 51,CMP,Okay.
00 02 32 53,LMP,Feels kind of heavy [comma]  doesn't it?
00 02 32 54,CMP,Yes (laughter).
00 02 32 55,LMP,Yes.
00 02 33 03,CDR,Okay [comma]  4 minutes and 20 - -
00 02 33 05,CT,... this is ...
00 02 33 06,CDR,- - ... to burn.
00 02 33 14,CMP,We?re running about 3 miles low.
00 02 33 17,LMP,Okay.
00 02 33 19,CDR,What about H-dot?
00 02 33 20,CMP,But she's pretty steady.
00 02 33 24,CDR,Okay. It's back to about zero on the ball.
00 02 33 28,CMP,And we have 05?
00 02 33 29,CDR,Okay.
00 02 33 34,CMP,Okay [comma]  Five minutes. H-dot's a tad low [comma]  altitude's a little low [comma]  and the velocity's just about in the money. Okay. We're looking for 35 - -
00 02 33 44,CC,Apollo 14 [comma]  Houston through ARIA 2. Over.
00 02 33 49,LMP,Go ahead [comma]  Houston.
00 02 33 50,CDR,That - Burn's going well.
00 02 33 53,LMP,Okay [comma]  Al. I have about -
00 02 33 55,CMP,Okay [comma]  let us talk about what we're going to do.
00 02 33 58,LMP,Okay.
00 02 33 59,CDR,35559-
00 02 34 00,CMP,We're going to see that on the DSKY. And then we?re going to shut down.
00 02 34 08,LMP,We've got 30 - 25 seconds to cut-off.
00 02 34 14,CDR,We're getting a yaw in here [comma]  too.
00 02 34 15,CMP,There's 35 - 100 [comma]  200 [comma]  275 [comma]  350 [comma]  450. Should be shutting down.
00 02 34 26,CDR,There's the CUT-OFF.
00 02 34 28,CMP,Okay.
00 02 34 29,CC,Roger [comma]  14. Cut-off.
00 02 34 33,CMP,And tanks are venting down. The oxidizer is coming do? through 35 now. The fuel is coming do? through 30.
00 02 34 41,LMP,Okay [comma]  Al. SCS TVC --
00 02 34 43,CC,14. Roger on the vent.
00 02 34 47,LMP,- - SERVO POWER [comma]  number 1 [comma]  OFF.
00 02 34 48,CDR,It's OFF.
00 02 34 54,LMP,RATE [comma]  LOW.
00 02 34 55,CMP,RATE [comma]  LOW1. Okay.
00 02 34 56,LMP,No [comma]  no [comma]  no. BIT RATE [comma]  LOW.
00 02 34 58,CMP,Oh [comma]  BIT RATE [comma]  LOW.
00 02 34 59,LMP,Okay.
00 02 35 00,CMP,That's you.
00 02 35 01,LMP,Yes [comma]  yes [comma]  I got it. EMS MODE [comma]  STANDBY.
00 02 35 03,CDR,Houston [comma]  14.
00 02 35 04,LMP,EMS FUNCTION [comma]  OFF.
00 02 35 05,CC,14 [comma]  Houston. Go ahead.
00 02 35 09,CDR,Okay [comma]  reading a V_[ [comma]  plus 35542; DELTA-V minus 8.8; H-dot [comma]  plus 04399; H-pad [comma]  plus 01747.
00 02 35 18,CMP,Okay [comma]  DELTA-Vs [comma]  OFF.
00 02 35 20,LMP,Okay. Let's start again. EMS MODE [comma]  STANDBY; EMS FUNCTION [comma]  OFF.
00 02 35 30,CMP,EMS MODE [comma]  STANDBY; EMS FUNCTION [comma]  OFF.
00 02 35 33,LMP,SECS - -
00 02 35 34,CC,14 [comma]  this is Houston. We copy V  [comma]  plus 35542; DELTA-V cf minus 8 [comma]  and ... the last two. Would you repeat?
00 02 35 55,CDR,Okay. H-dot [comma]  plus 04399; altitude [comma]  plus 01747.
00 02 36 06,CMP,PYRO ARM switches are off.
00 02 36 07,CC,Roger. Plus 04399 and plus 01747.
00 02 36 14,CDR,Okay [comma]  I'm not sure I got your H-dot readback. It's plus 04399.
00 02 36 22,CC,Roger; 04399-
00 02 36 25,LMP,Okay [comma]  FDAI number 1 [comma]  INERTIAL; RHC number 2 [comma]  locked.
00 02 36 29,CMP,Okay [comma]  FDAI number 1 is now INERTIAL; RHC number 2 is new locked.
00 02 36 35,LMP,And Stu is going to PRO and to P00.
00 02 36 37,CMP,Okay. Let me get the ACTIVITY light cut.
00 02 36 39,CDR,How close did that baby cut out?
00 02 36 42,LMP,On time.
00 02 36 43,CDR,No [comma]  on velocity [comma]  Stu?
00 02 36 45,CMP,Well [comma]  it was - 20 - -
00 02 36 48,LMP,Within 7 feet per second [comma]  it looks like.
00 02 36 52,CMP,Nineteen -
00 02 36 54,LMP,CMC and ... feet per second.
00 02 36 56,CMP,Yes [comma]  yes.
00 02 37 01,LMP,Okay [comma]  and let's see. Your H-dot's 4399 - You said that's good.
00 02 37 03,CMP,H - the H was low. See [comma]  we were low all the way. That may have been the design or something.
00 02 37 09,CDR,Okay [comma]  Ed.
00 02 37 11,LMP,Okay [comma]  CMC ACTIVITY light out [comma]  key VERB - key VERB 66 ENTER [comma]  Stu.
00 02 37 16,CDF [comma] ,I'll have to get that. We got ...
00 02 37 19,LMP,At your - Switch couches.
00 02 37 21,CMP,Get out of my couch.
00 02 37 22,LMP,Did you get your FDAI 1 - number 1 to INERTIAL off?
00 02 37 26,CDR,Yes [comma]  I did.
00 02 37 27,LMP,Okay.
00 02 37 28,CDR,Houston [comma]  on the S-IVB - -
00 02 37 29,LMP,And [comma]  Stu [comma]  did you get - put the WASTE STOWAGE VINT valve to CLOSE?
00 02 37 30,CDR,- - oxidizer pressure [comma]  it's now down around 18 [comma]  and the fuel pressure is about 17.
00 02 37 42,LMP,We still have comm with him?
00 02 37 43,CMP,Marginal.
00 02 37 44,CDR,Oh [comma]  it's still kind of - -
00 02 37 45,CC,... 17 on the tank pressures.
00 02 37 48,CDR,Okay [comma]  I guess he's reading us.
00 02 37 49,LMP,What are you going to do about your connections?
00 02 37 51,CDR,On.
00 02 37 52,LMP,Let's - It looks like - -
00 02 37 53,CDR,Oh [comma]  look at us climb away.
00 02 37 56,LMP,... suits.
00 02 37 58,CMP,Doff the suits.
00 02 37 59,LMP,Okay. Okay [comma]  SUIT POWER --
00 02 38 10,CMP,Let's see. Let me get this WASTE STOWAGE VENT before - -
00 02 38 13,LMP,Yes [comma]  WASTE STOWAGE VENT valve [comma]  CLOSED.
00 02 38 27,CMP,Okay [comma]  it's CLOSED.
00 02 38 41,CMP,Let me see [comma]  I'm turning off - -
00 02 38 56,SC,
00 02 38 58,CDR,They're not mine.
00 02 39 00,LMP,Go ahead [comma]  Houston. Say again.
00 02 39 02,CC,You're loud and clear [comma]  Ed. And we should have continuous voice and data from here on out. You're loud and clear through Guam.
00 02 39 12,LMP,Okay [comma]  Gord - -
00 03 00 48,CMP,.. . ?VERB 62--
00 03 00 49,LMP,And you can get GO for pyro arm.
00 03 00 50,CMP,Houston [comma]  14. Like a GO for pyro arm.
00 03 00 57,CC,14 [comma]  Houston. You're GO for pyro arm.
00 03 00 59,CMP,Okay. A's armed. B's armed.
00 03 01 02,LMP,Okay [comma]  GDC ALINE.
00 03 01 09,CMP,0 [comma]  180 [comma]  C.
00 03 01 14,LMP,EMS FUNCTION [comma]  DELTA-V.
00 03 01 15,CMP,Okay.
00 03 01 16,LMP,Verified.
00 03 01 17,CMP,DELTA-V and NORMAL.
00 03 01 18,LMP,Okay [comma]  you can start your DET.
00 03 01 20,CDR,VERB 62 now.
00 03 01 23,CMP,Okay. What we're going to do here is start the LET. 59:50 [comma]  I'll go to AUTO; 59:58 [comma]  I'll hit it with seme thrust. I'll punch this and check and make sure these go to zero. You - you did do a VERB 62? Is that - -
00 03 01 39,CDR,
00 03 01 40,CMP,Okay.
00 03 01 41,CDR,... VERB 62.
00 03 01 42,C.MP,So we'll CCme off and [comma]  if this needle is negative [comma]  I?ll go to PITCH to ACCEL COMMAND [comma]  start it up [comma]  and [comma]  when she goes across [comma]  you'll give me *wc PROS -
00 03 01 50,CDR,Two PROS.
00 03 01 51,COIP,- and I?ll go to RATE COMMAND [comma]  and we'51 nome on around. Okay?
00 03 01 55,CDR,Okay. I'm ready.
00 03 01 56,LMP,Okay.
00 03 01 57,CMP,Let's set a record [comma]  shall we?
00 03 01 58,CDR,Okay.
00 03 01 59,CMP,All right.
00 03 02 00,LNT,Slew and easy.
00 03 02 02,CMP,Okay. And we're going to start.
00 03 02 03,CDR,Okay [comma]  ...
00 03 02 04,CMP,Sweaty-palm time.
00 03 02 05,LMP,Okay. At 59:50 [comma]  CMC MODE [comma]  AUTO.
00 03 02 13,CMP,Sweaty-palm time.
00 03 02 14,LMP,Oh [comma]  nc. Just do it slow and easy.
00 03 02 17,CMP,Oh [comma]  no. I just keep mumbling that.
00 03 02 19,LMP/CMP,Okay.
00 03 02 20,CMP,We're AUTO. At 8:58 [comma]  plus-X thrust and zero - 56 [comma]  57 [comma]  58.
00 03 02 30,LMP,There she blew.
00 03 02 32,CDR,Okay.
00 03 02 33,CMP,Okay. Okay. She's negative.
00 03 02 36,LMP,Is your launch vehicle tank pressure full scale low?
00 03 02 39,CMP,That's affirmative.
00 03 02 40,LMP,Okay.
00 03 02 41,CMP,Okay [comma]  I'm going to start her up.
00 03 02 43,LMP,Your propellants are all - -
00 03 02 44,CDR,You got two [comma]  and I - -
00 03 02 45,CMP,Okay. Give me a couple PROs.
00 03 02 46,CDR,You ready?
00 03 02 47,CMP,Ready.
00 03 02 48,CDR,Okay. PRO.
00 03 02 49,CDR,PRO again.
00 03 02 54,CMP,Look out that window!
00 03 02 56,LMP,Yes [comma]  look at all that crap.
00 03 02 59,CDR,Okay [comma]  Houston. We have separated. Turnaround has started.
00 03 03 03,CC,Roger.
00 03 03 07,CDR,And we have the usual couple of Parker valves.
00 03 03 13,LMP,Okay. SERVICE MODULE RCS SECOND PROPELLANT FUEL PRESS [comma]  low - or CLOSE [comma]  and the REACTANTS valve [comma]  NORMAL.
00 03 03 24,CMP,
00 03 03 25,LMP,You want to verify - -
00 03 03 26,CDR,Fuel propellant ...
00 03 03 30,LMP,Okay.
00 03 03 31,CDR,Okay.
00 03 03 34,CMP,Okay. Can you see anything out there good?
00 03 03 36,CDR,Okay [comma]  you don't want to change the DA? early or. this - -
00 03 03 38,CMP,No. No [comma]  not until after I've given 4 seconds of ullage forward.
00 03 03 42,LMP,Okay [comma]  I just wanted to verify - -
00 03 03 43,CMP,You should be looking for the S-IVB - there goes a panel cut there. You can see it drifting out.
00 03 03 49,LMP,Yes [comma]  there it is.
00 03 03 51,CDR,There it is [comma]  yes. Oh [comma]  man. That's beautiful.
00 03 03 55,CMP,What's cur range?
00 03 03 56,LMP,What ?
00 03 03 57,CMP,Are we within - Oh [comma]  yes.
00 03 03 59,LMP,Oh [comma]  yes.
00 03 04 00,CDR,I'd say it's - Oh [comma]  yes [comma]  we're real fine [comma]  Stu.
00 03 04 03,LMP,Come right cn down to - Steady as a rock.
00 03 04 06,LMP,Houston [comma]  14.
00 03 04 08,CC,Go ahead.
00 03 04 12,LMP,You should have the television here in a minute. There it comes.
00 03 04 18,CMP,Okay [comma]  come right on with that - -
00 03 04 19,CC,... We're not seeing it yet.
00 03 04 23,CMP,Oh [comma]  shit. It's not quite lined up [comma]  damn it. Okay. 1 [comma]  2 [comma]  3 [comma]  4. Okay?
00 03 04 33,CDR,Okay. You doing a - -
00 03 06 54,CMP,- - a little more at it here ... I gave it a solid ...
00 03 06 59,CDR,Looks to me like you're still closing [comma]  Stu.
00 03 07 04,CMP,I'm closing slowly. Now [comma]  wait until I get in [comma]  and see how it - We've got lots of time.
00 03 07 11,CDR,Going to break the record [comma]  man. Take it slowly.
00 03 07 13,CMP,We've already used a little more than I do in the simulator for some reason.
00 03 14 59,CMP,Okay [comma]  Houston. We've hit it twice and - sure looks like we're closing fast enough. I?m going to back back out here and try it again.
00 03 15 24,CMP,Well [comma]  there goes the record.
00 03 15 27,LMP,Don't worry about it. Let's get him picked up.
00 03 15 31,CMP,Okay.
00 03 23 31,CDR,I'm glad we've been through it. And here we come in again.
00 03 23 44,CMP,1 [comma]  2 [comma]  3 [comma]  4 - Son of a bitch - nothing! Okay [comma]  Houston [comma]  I hit it pretty good and held 4 seconds cn contact [comma]  and we did not latch.
00 03 24 03,CC,Roger. We're seeing it all on TV here.
00 03 24 09,CMP,(Sigh ) Shit.
00 03 24 25,CMP,... one more time.
00 04 31 18,CMP,I'm going to tap it one more time.
00 04 31 43,CMP,Okay. That's at least - ... tap it. Well [comma]  I'm going to tap it there.... allow a little for the ... real world ...
00 04 31 56,CMP,The alinemen.t is good.
00 04 31 58,CDR,Okay. Okay.
00 04 31 59,LMP,I'm happy with alinement here.
00 04 32 00,CDR,All right. Verified we're in RETRACT. I'm going ...
00 04 32 05,CMP,And done.
00 04 32 12,LMP,About 4 feet out [comma]  Houston.
00 04 32 15,CC,Reger [comma]  Ed.
00 04 32 21,CMP,My alinement is good. Stand by.
00 04 32 25,LMP,Here it comes.
00 04 32 33,CMP,No.
00 04 32 37,CDR,No [comma]  No latch.
00 04 32 38,CMP,No got - no latch [comma]  Houston.
00 04 32 40,CC,Roger.
00 04 55 40,LMP,About 6 feet out.
00 04 56 21,LMP,About - 2 feet.
00 04 56 35,CMP,About a foot. Here we go.
00 04 56 48,CMP,Okay [comma]  RETRACT.
00 04 56 50,CDR,Nothing happened.
00 04 56 52,CMP,Nothing?
00 04 56 53,CDR,I don't know. I got - got a barber pole. We got a hard dock.
00 04 57 00,LMP,We got some [comma]  Houston.
00 04 57 02,CMP,I believe we got a hard dock [comma]  Houston.
00 04 57 06,CDR,Okay [comma]  Houston [comma]  the - -TIME SKIP
00 05 45 36,LMP,Okay [comma]  circuit breaker SECS ARM [comma]  two [comma]  closed - -
00 05 45 39,CMP,
